player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Juggernaut,Bloodseeker,Treant Protector,Meepo,Tiny,Phantom Lancer,Kunkka,Enigma,Shadow Shaman,Windranger,False
Wraith King,Invoker,Warlock,Pudge,Sven,Silencer,Terrorblade,Huskar,Omniknight,Bloodseeker,False
Viper,Witch Doctor,Phantom Lancer,Disruptor,Visage,Lina,Alchemist,Bane,Arc Warden,Jakiro,True
Juggernaut,Sven,Viper,Sniper,Bloodseeker,Shadow Shaman,Dragon Knight,Zeus,Jakiro,Clinkz,True
Nyx Assassin,Venomancer,Phantom Assassin,Anti-Mage,Skywrath Mage,Lina,Sven,Queen of Pain,Dark Seer,Lycan,True
Shadow Fiend,Ogre Magi,Tidehunter,Drow Ranger,Night Stalker,Anti-Mage,Shadow Shaman,Sniper,Spirit Breaker,Monkey King,True
Tidehunter,Axe,Lich,Troll Warlord,Drow Ranger,Zeus,Viper,Jakiro,Sven,Phantom Assassin,False
Phantom Lancer,Luna,Enigma,Sven,Puck,Riki,Axe,Techies,Treant Protector,Jakiro,True
Anti-Mage,Mirana,Meepo,Templar Assassin,Bounty Hunter,Ursa,Shadow Shaman,Invoker,Techies,Venomancer,False
Bounty Hunter,Chaos Knight,Elder Titan,Lifestealer,Pudge,Clinkz,Witch Doctor,Legion Commander,Sven,Drow Ranger,False
Lina,Arc Warden,Jakiro,Slark,Ursa,Riki,Sven,Pudge,Mirana,Kunkka,False
Morphling,Centaur Warrunner,Vengeful Spirit,Slardar,Chaos Knight,Terrorblade,Tusk,Lina,Templar Assassin,Clinkz,True
Necrophos,Pudge,Mirana,Faceless Void,Bristleback,Wraith King,Monkey King,Brewmaster,Vengeful Spirit,Sniper,True
Earthshaker,Riki,Bloodseeker,Vengeful Spirit,Bristleback,Slark,Night Stalker,Broodmother,Death Prophet,Axe,True
Chaos Knight,Clockwerk,Troll Warlord,Broodmother,Bloodseeker,Nature's Prophet,Timbersaw,Clinkz,Phantom Assassin,Faceless Void,True
Witch Doctor,Ogre Magi,Legion Commander,Bristleback,Spectre,Gyrocopter,Dark Seer,Riki,Venomancer,Anti-Mage,True
Phantom Lancer,Tidehunter,Leshrac,Phantom Assassin,Viper,Shadow Shaman,Bounty Hunter,Magnus,Juggernaut,Sven,True
Timbersaw,Viper,Slark,Death Prophet,Anti-Mage,Elder Titan,Nyx Assassin,Treant Protector,Vengeful Spirit,Mirana,True
Axe,Bloodseeker,Troll Warlord,Keeper of the Light,Skywrath Mage,Treant Protector,Dark Seer,Monkey King,Pudge,Spectre,True
Ember Spirit,Templar Assassin,Warlock,Troll Warlord,Bane,Weaver,Sniper,Necrophos,Pudge,Drow Ranger,False
Venomancer,Spectre,Templar Assassin,Witch Doctor,Clockwerk,Sniper,Faceless Void,Pudge,Techies,Dragon Knight,False
Tinker,Necrophos,Pudge,Phantom Assassin,Pugna,Monkey King,Ogre Magi,Storm Spirit,Morphling,Abaddon,True
Huskar,Axe,Sniper,Razor,Lion,Wraith King,Necrophos,Spirit Breaker,Phantom Assassin,Bloodseeker,False
Earthshaker,Magnus,Naga Siren,Luna,Sniper,Nyx Assassin,Lion,Dazzle,Bloodseeker,Lifestealer,True
Earthshaker,Legion Commander,Pudge,Ursa,Storm Spirit,Shadow Fiend,Crystal Maiden,Windranger,Sniper,Shadow Demon,False
Vengeful Spirit,Keeper of the Light,Pugna,Drow Ranger,Windranger,Monkey King,Disruptor,Tidehunter,Zeus,Faceless Void,True
Shadow Shaman,Phantom Assassin,Bristleback,Windranger,Wraith King,Phantom Lancer,Drow Ranger,Dragon Knight,Zeus,Abaddon,True
Alchemist,Mirana,Sniper,Wraith King,Treant Protector,Bounty Hunter,Luna,Slark,Visage,Juggernaut,False
Jakiro,Lina,Lifestealer,Lion,Juggernaut,Slark,Templar Assassin,Nature's Prophet,Bristleback,Queen of Pain,False
Axe,Invoker,Vengeful Spirit,Tidehunter,Kunkka,Magnus,Sven,Pudge,Spectre,Silencer,False
Nature's Prophet,Earth Spirit,Legion Commander,Ursa,Bloodseeker,Chaos Knight,Bristleback,Skywrath Mage,Nyx Assassin,Dazzle,False
Keeper of the Light,Outworld Devourer,Phantom Assassin,Undying,Alchemist,Invoker,Pudge,Night Stalker,Sniper,Ursa,False
Invoker,Anti-Mage,Spirit Breaker,Bloodseeker,Crystal Maiden,Ember Spirit,Sniper,Slark,Earth Spirit,Clockwerk,False
Windranger,Lina,Centaur Warrunner,Puck,Phantom Assassin,Lich,Viper,Wraith King,Silencer,Venomancer,True
Sniper,Bloodseeker,Slardar,Juggernaut,Viper,Underlord,Medusa,Enigma,Gyrocopter,Shadow Shaman,True
Dragon Knight,Alchemist,Omniknight,Enchantress,Pudge,Lifestealer,Leshrac,Mirana,Nyx Assassin,Shadow Shaman,True
Necrophos,Underlord,Troll Warlord,Rubick,Drow Ranger,Tidehunter,Pudge,Wraith King,Lifestealer,Lycan,True
Tiny,Night Stalker,Pugna,Centaur Warrunner,Bloodseeker,Windranger,Drow Ranger,Lone Druid,Bane,Puck,True
Tusk,Necrophos,Lion,Queen of Pain,Monkey King,Broodmother,Invoker,Bloodseeker,Sand King,Chaos Knight,True
Pudge,Ember Spirit,Techies,Phoenix,Drow Ranger,Windranger,Crystal Maiden,Phantom Lancer,Earthshaker,Huskar,False
Ogre Magi,Sniper,Winter Wyvern,Bloodseeker,Anti-Mage,Lina,Chaos Knight,Legion Commander,Drow Ranger,Zeus,False
Ember Spirit,Mirana,Necrophos,Slark,Sniper,Phantom Assassin,Wraith King,Riki,Monkey King,Clinkz,True
Mirana,Dragon Knight,Venomancer,Skywrath Mage,Jakiro,Terrorblade,Clockwerk,Bounty Hunter,Shadow Fiend,Spirit Breaker,False
Dragon Knight,Bristleback,Morphling,Phantom Assassin,Sniper,Venomancer,Monkey King,Clockwerk,Bane,Viper,False
Pudge,Shadow Fiend,Shadow Shaman,Meepo,Riki,Queen of Pain,Treant Protector,Slardar,Silencer,Mirana,False
Silencer,Bloodseeker,Nature's Prophet,Spirit Breaker,Storm Spirit,Juggernaut,Clinkz,Luna,Ursa,Sven,True
Morphling,Tusk,Ursa,Disruptor,Venomancer,Ember Spirit,Silencer,Ancient Apparition,Rubick,Broodmother,False
Drow Ranger,Luna,Kunkka,Sand King,Invoker,Monkey King,Phantom Assassin,Ember Spirit,Omniknight,Pudge,True
Sniper,Kunkka,Bloodseeker,Centaur Warrunner,Queen of Pain,Lina,Zeus,Witch Doctor,Lycan,Tusk,False
Underlord,Slark,Brewmaster,Treant Protector,Crystal Maiden,Silencer,Centaur Warrunner,Viper,Slardar,Skywrath Mage,False
Sniper,Sven,Tiny,Skywrath Mage,Venomancer,Vengeful Spirit,Treant Protector,Broodmother,Keeper of the Light,Timbersaw,True
Earthshaker,Bristleback,Rubick,Windranger,Sniper,Monkey King,Magnus,Ember Spirit,Morphling,Winter Wyvern,True
Meepo,Disruptor,Troll Warlord,Juggernaut,Slark,Sand King,Ember Spirit,Templar Assassin,Phantom Assassin,Alchemist,False
Huskar,Dark Seer,Drow Ranger,Bloodseeker,Ursa,Sniper,Phantom Lancer,Luna,Faceless Void,Lina,False
Phantom Lancer,Wraith King,Tinker,Anti-Mage,Drow Ranger,Crystal Maiden,Puck,Sand King,Chaos Knight,Bloodseeker,False
Bounty Hunter,Mirana,Chaos Knight,Kunkka,Clockwerk,Spirit Breaker,Phantom Assassin,Troll Warlord,Sand King,Viper,False
Slark,Tiny,Riki,Pudge,Mirana,Slardar,Phantom Assassin,Weaver,Bounty Hunter,Alchemist,True
Death Prophet,Zeus,Phantom Assassin,Vengeful Spirit,Magnus,Outworld Devourer,Night Stalker,Sven,Necrophos,Shadow Shaman,True
Wraith King,Spectre,Medusa,Necrophos,Mirana,Ancient Apparition,Lifestealer,Ember Spirit,Faceless Void,Monkey King,False
Faceless Void,Phantom Lancer,Drow Ranger,Crystal Maiden,Luna,Tusk,Lycan,Troll Warlord,Riki,Ursa,False
Queen of Pain,Lina,Drow Ranger,Mirana,Nature's Prophet,Ogre Magi,Templar Assassin,Slark,Jakiro,Dazzle,True
Tiny,Pudge,Juggernaut,Undying,Necrophos,Lina,Earthshaker,Medusa,Terrorblade,Windranger,True
Monkey King,Alchemist,Witch Doctor,Tinker,Lycan,Jakiro,Nyx Assassin,Weaver,Nature's Prophet,Legion Commander,True
Clockwerk,Vengeful Spirit,Lion,Monkey King,Templar Assassin,Troll Warlord,Wraith King,Slark,Chaos Knight,Axe,False
Necrophos,Kunkka,Medusa,Queen of Pain,Luna,Viper,Clinkz,Juggernaut,Outworld Devourer,Batrider,False
Outworld Devourer,Disruptor,Juggernaut,Omniknight,Clockwerk,Troll Warlord,Ogre Magi,Invoker,Skywrath Mage,Monkey King,True
Enigma,Slark,Storm Spirit,Nyx Assassin,Sniper,Kunkka,Meepo,Silencer,Queen of Pain,Necrophos,False
Morphling,Slark,Nature's Prophet,Phantom Lancer,Treant Protector,Monkey King,Windranger,Pugna,Ursa,Luna,True
Witch Doctor,Pugna,Brewmaster,Enigma,Elder Titan,Earthshaker,Viper,Riki,Bane,Lich,False
Sniper,Troll Warlord,Sven,Viper,Batrider,Mirana,Phantom Lancer,Huskar,Venomancer,Shadow Shaman,True
Clinkz,Lina,Bloodseeker,Dragon Knight,Luna,Sniper,Invoker,Troll Warlord,Riki,Enigma,False
Troll Warlord,Ogre Magi,Doom,Arc Warden,Slardar,Broodmother,Sand King,Shadow Fiend,Phantom Assassin,Necrophos,False
Viper,Wraith King,Jakiro,Huskar,Zeus,Phantom Assassin,Clinkz,Axe,Juggernaut,Death Prophet,True
Warlock,Earth Spirit,Pugna,Huskar,Faceless Void,Phoenix,Slark,Magnus,Crystal Maiden,Bloodseeker,False
Juggernaut,Enchantress,Drow Ranger,Axe,Undying,Bounty Hunter,Nature's Prophet,Ogre Magi,Phantom Assassin,Phantom Lancer,False
Bloodseeker,Earthshaker,Zeus,Enchantress,Pudge,Necrophos,Viper,Juggernaut,Batrider,Sven,False
Monkey King,Drow Ranger,Axe,Phantom Assassin,Dazzle,Kunkka,Necrophos,Weaver,Pudge,Sand King,True
Tidehunter,Ancient Apparition,Warlock,Sand King,Bloodseeker,Batrider,Omniknight,Bristleback,Witch Doctor,Elder Titan,True
Vengeful Spirit,Spectre,Necrophos,Anti-Mage,Luna,Medusa,Phantom Assassin,Broodmother,Tiny,Abaddon,True
Bounty Hunter,Death Prophet,Clockwerk,Broodmother,Sniper,Chaos Knight,Nyx Assassin,Centaur Warrunner,Leshrac,Legion Commander,True
Witch Doctor,Sven,Ember Spirit,Templar Assassin,Bristleback,Luna,Skywrath Mage,Venomancer,Abaddon,Phantom Assassin,False
Spirit Breaker,Oracle,Clinkz,Pudge,Treant Protector,Weaver,Jakiro,Razor,Anti-Mage,Nature's Prophet,True
Necrophos,Windranger,Troll Warlord,Omniknight,Viper,Leshrac,Slark,Terrorblade,Sven,Luna,True
Sniper,Riki,Drow Ranger,Phantom Lancer,Timbersaw,Anti-Mage,Leshrac,Ursa,Sven,Lich,False
Queen of Pain,Mirana,Venomancer,Windranger,Anti-Mage,Magnus,Lina,Earth Spirit,Visage,Puck,True
Omniknight,Phantom Lancer,Beastmaster,Warlock,Spirit Breaker,Lycan,Broodmother,Dragon Knight,Lich,Medusa,True
Nature's Prophet,Bristleback,Bloodseeker,Templar Assassin,Luna,Jakiro,Phantom Assassin,Outworld Devourer,Ursa,Sniper,True
Phantom Lancer,Shadow Shaman,Templar Assassin,Ursa,Enchantress,Clockwerk,Luna,Night Stalker,Razor,Invoker,True
Bristleback,Earthshaker,Silencer,Arc Warden,Clockwerk,Wraith King,Tinker,Sniper,Clinkz,Night Stalker,True
Drow Ranger,Monkey King,Axe,Lion,Phantom Assassin,Anti-Mage,Death Prophet,Clinkz,Juggernaut,Slardar,True
Windranger,Slardar,Drow Ranger,Lion,Bloodseeker,Zeus,Mirana,Broodmother,Slark,Batrider,False
Ursa,Lich,Zeus,Nature's Prophet,Invoker,Necrophos,Templar Assassin,Dragon Knight,Riki,Leshrac,False
Bloodseeker,Windranger,Weaver,Queen of Pain,Spirit Breaker,Sniper,Techies,Troll Warlord,Zeus,Huskar,True
Riki,Sven,Pudge,Shadow Fiend,Jakiro,Slark,Omniknight,Razor,Juggernaut,Bristleback,True
Tusk,Shadow Demon,Death Prophet,Phantom Lancer,Huskar,Pudge,Necrophos,Windranger,Gyrocopter,Riki,True
Keeper of the Light,Axe,Shadow Fiend,Lich,Puck,Lone Druid,Juggernaut,Monkey King,Broodmother,Night Stalker,True
Lina,Monkey King,Beastmaster,Ember Spirit,Pudge,Silencer,Necrophos,Invoker,Riki,Mirana,False
Earth Spirit,Bristleback,Sand King,Spirit Breaker,Invoker,Pudge,Witch Doctor,Ursa,Dragon Knight,Bounty Hunter,False
Zeus,Necrophos,Anti-Mage,Dragon Knight,Templar Assassin,Monkey King,Bane,Legion Commander,Nature's Prophet,Treant Protector,True
Luna,Dragon Knight,Drow Ranger,Huskar,Pudge,Anti-Mage,Shadow Shaman,Wraith King,Clinkz,Bloodseeker,True
Spectre,Night Stalker,Legion Commander,Weaver,Timbersaw,Slark,Clinkz,Necrophos,Slardar,Doom,False
Kunkka,Mirana,Clockwerk,Clinkz,Enigma,Winter Wyvern,Sniper,Earth Spirit,Phantom Assassin,Crystal Maiden,True
Drow Ranger,Juggernaut,Lina,Elder Titan,Razor,Ancient Apparition,Sniper,Mirana,Ogre Magi,Chaos Knight,False
Brewmaster,Invoker,Batrider,Lifestealer,Winter Wyvern,Abaddon,Faceless Void,Tidehunter,Magnus,Zeus,False
Bane,Beastmaster,Pugna,Clockwerk,Axe,Shadow Fiend,Huskar,Monkey King,Queen of Pain,Treant Protector,True
Monkey King,Spectre,Pudge,Invoker,Leshrac,Naga Siren,Silencer,Spirit Breaker,Broodmother,Riki,False
Legion Commander,Enchantress,Pugna,Ursa,Faceless Void,Morphling,Timbersaw,Invoker,Shadow Fiend,Monkey King,False
Disruptor,Drow Ranger,Tiny,Invoker,Storm Spirit,Windranger,Clockwerk,Underlord,Huskar,Bloodseeker,False
Outworld Devourer,Silencer,Faceless Void,Pudge,Viper,Troll Warlord,Shadow Fiend,Chaos Knight,Lich,Necrophos,True
Bane,Skywrath Mage,Pudge,Outworld Devourer,Morphling,Invoker,Phantom Assassin,Ogre Magi,Doom,Sand King,False
Shadow Fiend,Sniper,Tiny,Necrophos,Rubick,Venomancer,Drow Ranger,Lone Druid,Invoker,Nyx Assassin,True
Riki,Ursa,Ember Spirit,Skywrath Mage,Shadow Shaman,Earth Spirit,Crystal Maiden,Timbersaw,Razor,Tinker,True
Ancient Apparition,Zeus,Broodmother,Faceless Void,Night Stalker,Doom,Spectre,Magnus,Earthshaker,Nature's Prophet,True
Magnus,Puck,Anti-Mage,Kunkka,Sven,Drow Ranger,Morphling,Shadow Fiend,Legion Commander,Riki,False
Razor,Witch Doctor,Sniper,Sven,Earthshaker,Dazzle,Tidehunter,Wraith King,Bristleback,Invoker,False
Spirit Breaker,Juggernaut,Legion Commander,Luna,Slark,Clinkz,Riki,Bounty Hunter,Ursa,Shadow Shaman,False
Dazzle,Underlord,Phantom Assassin,Lina,Doom,Shadow Demon,Riki,Broodmother,Nature's Prophet,Zeus,True
Clinkz,Bristleback,Riki,Vengeful Spirit,Queen of Pain,Shadow Demon,Terrorblade,Weaver,Windranger,Bloodseeker,False
Nyx Assassin,Earthshaker,Skywrath Mage,Monkey King,Invoker,Kunkka,Huskar,Chaos Knight,Magnus,Puck,False
Earthshaker,Viper,Crystal Maiden,Sven,Faceless Void,Wraith King,Disruptor,Luna,Troll Warlord,Sniper,True
Shadow Fiend,Bristleback,Vengeful Spirit,Huskar,Troll Warlord,Bane,Juggernaut,Phoenix,Spirit Breaker,Lifestealer,True
Lycan,Sven,Beastmaster,Rubick,Elder Titan,Lina,Windranger,Troll Warlord,Batrider,Drow Ranger,False
Tusk,Clockwerk,Phantom Assassin,Spirit Breaker,Troll Warlord,Puck,Enchantress,Sand King,Slark,Shadow Demon,True
Pudge,Razor,Silencer,Lich,Meepo,Bristleback,Storm Spirit,Juggernaut,Earthshaker,Treant Protector,False
Vengeful Spirit,Spectre,Razor,Omniknight,Rubick,Tiny,Legion Commander,Sand King,Visage,Terrorblade,True
Silencer,Alchemist,Ursa,Disruptor,Faceless Void,Elder Titan,Mirana,Tiny,Tidehunter,Night Stalker,True
Necrophos,Tinker,Bounty Hunter,Drow Ranger,Shadow Fiend,Lina,Kunkka,Lion,Batrider,Earth Spirit,True
Pudge,Weaver,Phantom Assassin,Sniper,Venomancer,Rubick,Monkey King,Wraith King,Ember Spirit,Anti-Mage,True
Undying,Clockwerk,Tusk,Bristleback,Sven,Ember Spirit,Silencer,Juggernaut,Chaos Knight,Witch Doctor,False
Monkey King,Necrophos,Bloodseeker,Shadow Shaman,Riki,Omniknight,Gyrocopter,Rubick,Doom,Slark,True
Necrophos,Keeper of the Light,Slark,Abaddon,Earthshaker,Monkey King,Puck,Doom,Juggernaut,Pudge,False
Razor,Sven,Ursa,Morphling,Rubick,Nyx Assassin,Luna,Skywrath Mage,Beastmaster,Monkey King,False
Silencer,Underlord,Alchemist,Bloodseeker,Tusk,Timbersaw,Pudge,Wraith King,Ancient Apparition,Shadow Fiend,True
Faceless Void,Timbersaw,Morphling,Pudge,Juggernaut,Silencer,Tiny,Monkey King,Venomancer,Legion Commander,False
Shadow Fiend,Templar Assassin,Earthshaker,Crystal Maiden,Tiny,Chaos Knight,Gyrocopter,Mirana,Undying,Axe,False
Abaddon,Weaver,Axe,Lycan,Viper,Visage,Anti-Mage,Spirit Breaker,Clockwerk,Bloodseeker,True
Nature's Prophet,Tidehunter,Dragon Knight,Windranger,Bloodseeker,Lycan,Lina,Broodmother,Wraith King,Pudge,True
Clinkz,Shadow Shaman,Batrider,Faceless Void,Naga Siren,Storm Spirit,Oracle,Centaur Warrunner,Phantom Assassin,Necrophos,True
Treant Protector,Venomancer,Enchantress,Tiny,Juggernaut,Drow Ranger,Jakiro,Abaddon,Arc Warden,Broodmother,False
Undying,Razor,Viper,Riki,Oracle,Dragon Knight,Nyx Assassin,Storm Spirit,Kunkka,Abaddon,True
Underlord,Ursa,Shadow Shaman,Bounty Hunter,Nyx Assassin,Tinker,Queen of Pain,Axe,Broodmother,Sniper,False
Sniper,Legion Commander,Windranger,Enchantress,Slark,Shadow Fiend,Silencer,Earthshaker,Clockwerk,Pudge,False
Broodmother,Earthshaker,Nyx Assassin,Ursa,Pudge,Treant Protector,Drow Ranger,Necrophos,Morphling,Lycan,True
Luna,Viper,Wraith King,Bounty Hunter,Elder Titan,Jakiro,Phantom Assassin,Windranger,Earthshaker,Lone Druid,True
Bristleback,Ember Spirit,Pudge,Vengeful Spirit,Spirit Breaker,Io,Lion,Terrorblade,Huskar,Lich,False
Tusk,Sniper,Venomancer,Shadow Fiend,Luna,Phoenix,Riki,Axe,Ancient Apparition,Spectre,True
Huskar,Dazzle,Spirit Breaker,Tiny,Anti-Mage,Underlord,Puck,Zeus,Disruptor,Mirana,True
Leshrac,Beastmaster,Venomancer,Nature's Prophet,Monkey King,Sniper,Bloodseeker,Ogre Magi,Phantom Assassin,Witch Doctor,False
Storm Spirit,Mirana,Ursa,Nature's Prophet,Necrophos,Shadow Fiend,Lina,Sniper,Slark,Crystal Maiden,False
Dragon Knight,Sniper,Viper,Pudge,Jakiro,Death Prophet,Monkey King,Windranger,Clinkz,Lion,True
Riki,Faceless Void,Sniper,Slark,Pudge,Spirit Breaker,Lifestealer,Bloodseeker,Anti-Mage,Nature's Prophet,False
Drow Ranger,Bloodseeker,Ogre Magi,Outworld Devourer,Medusa,Phoenix,Vengeful Spirit,Ember Spirit,Mirana,Phantom Assassin,True
Anti-Mage,Shadow Fiend,Witch Doctor,Wraith King,Earthshaker,Dragon Knight,Nyx Assassin,Phantom Assassin,Monkey King,Pudge,False
Lina,Anti-Mage,Medusa,Bristleback,Earth Spirit,Invoker,Arc Warden,Crystal Maiden,Bloodseeker,Sven,True
Skywrath Mage,Drow Ranger,Night Stalker,Clockwerk,Necrophos,Pudge,Invoker,Wraith King,Tusk,Axe,True
Batrider,Viper,Lion,Shadow Fiend,Axe,Mirana,Nyx Assassin,Magnus,Drow Ranger,Invoker,False
Rubick,Earthshaker,Slark,Storm Spirit,Skywrath Mage,Silencer,Mirana,Clinkz,Lone Druid,Spectre,True
Juggernaut,Beastmaster,Monkey King,Kunkka,Doom,Phantom Assassin,Riki,Nature's Prophet,Clinkz,Slark,True
Sniper,Pugna,Nature's Prophet,Bloodseeker,Necrophos,Batrider,Shadow Fiend,Sand King,Naga Siren,Juggernaut,False
Legion Commander,Phantom Assassin,Ursa,Monkey King,Ogre Magi,Abaddon,Night Stalker,Broodmother,Treant Protector,Bloodseeker,True
Bristleback,Pudge,Slark,Techies,Meepo,Riki,Bloodseeker,Earth Spirit,Invoker,Razor,False
Sniper,Undying,Luna,Night Stalker,Monkey King,Sand King,Slark,Earthshaker,Phantom Assassin,Meepo,False
Enigma,Zeus,Slardar,Jakiro,Batrider,Skywrath Mage,Nyx Assassin,Bounty Hunter,Lich,Tinker,True
Nature's Prophet,Phantom Lancer,Bristleback,Shadow Demon,Silencer,Broodmother,Winter Wyvern,Pudge,Venomancer,Luna,False
Drow Ranger,Ursa,Huskar,Warlock,Weaver,Bloodseeker,Tidehunter,Abaddon,Clinkz,Alchemist,True
Lion,Crystal Maiden,Witch Doctor,Lich,Puck,Troll Warlord,Slark,Necrophos,Visage,Nature's Prophet,True
Monkey King,Viper,Pudge,Mirana,Legion Commander,Windranger,Medusa,Centaur Warrunner,Clockwerk,Drow Ranger,True
Anti-Mage,Lycan,Puck,Lina,Necrophos,Viper,Lifestealer,Naga Siren,Clinkz,Death Prophet,False
Timbersaw,Clockwerk,Bloodseeker,Sniper,Crystal Maiden,Wraith King,Pudge,Windranger,Anti-Mage,Lifestealer,True
Slark,Huskar,Mirana,Ancient Apparition,Clinkz,Treant Protector,Axe,Centaur Warrunner,Riki,Venomancer,True
Earth Spirit,Legion Commander,Sniper,Venomancer,Enigma,Io,Pudge,Ember Spirit,Faceless Void,Zeus,False
Faceless Void,Pudge,Legion Commander,Sniper,Zeus,Luna,Nature's Prophet,Witch Doctor,Tinker,Vengeful Spirit,False
Tinker,Crystal Maiden,Doom,Clockwerk,Morphling,Medusa,Anti-Mage,Timbersaw,Invoker,Keeper of the Light,True
Legion Commander,Windranger,Crystal Maiden,Drow Ranger,Axe,Phantom Assassin,Shadow Shaman,Earthshaker,Leshrac,Ogre Magi,True
Axe,Pudge,Invoker,Storm Spirit,Phantom Assassin,Alchemist,Broodmother,Lycan,Treant Protector,Necrophos,False
Windranger,Spirit Breaker,Zeus,Phantom Assassin,Riki,Wraith King,Monkey King,Sniper,Viper,Axe,True
Riki,Templar Assassin,Luna,Slark,Lifestealer,Bloodseeker,Phantom Lancer,Sniper,Viper,Chaos Knight,False
Disruptor,Invoker,Faceless Void,Terrorblade,Mirana,Lina,Necrophos,Axe,Silencer,Sven,False
Slardar,Tiny,Sniper,Lycan,Wraith King,Enchantress,Weaver,Magnus,Slark,Vengeful Spirit,True
Lifestealer,Drow Ranger,Slark,Gyrocopter,Lina,Pudge,Brewmaster,Storm Spirit,Riki,Chaos Knight,False
Zeus,Rubick,Shadow Fiend,Tiny,Viper,Phantom Assassin,Phantom Lancer,Lion,Outworld Devourer,Juggernaut,True
Necrophos,Mirana,Windranger,Monkey King,Pudge,Phoenix,Shadow Demon,Invoker,Nyx Assassin,Morphling,False
Anti-Mage,Slardar,Sniper,Wraith King,Treant Protector,Clinkz,Bloodseeker,Alchemist,Weaver,Shadow Shaman,True
Queen of Pain,Faceless Void,Bloodseeker,Treant Protector,Venomancer,Necrophos,Ursa,Wraith King,Vengeful Spirit,Skywrath Mage,True
Crystal Maiden,Huskar,Pudge,Templar Assassin,Sven,Omniknight,Dragon Knight,Timbersaw,Slardar,Phantom Assassin,False
Phantom Lancer,Disruptor,Clockwerk,Nature's Prophet,Invoker,Broodmother,Pudge,Earthshaker,Shadow Fiend,Slark,True
Queen of Pain,Necrophos,Pudge,Undying,Skywrath Mage,Treant Protector,Warlock,Underlord,Bane,Storm Spirit,False
Weaver,Riki,Alchemist,Huskar,Treant Protector,Sniper,Spirit Breaker,Arc Warden,Brewmaster,Naga Siren,True
Pudge,Necrophos,Disruptor,Magnus,Enchantress,Viper,Bounty Hunter,Ogre Magi,Gyrocopter,Lina,False
Monkey King,Crystal Maiden,Invoker,Queen of Pain,Phantom Assassin,Pudge,Wraith King,Huskar,Brewmaster,Earth Spirit,True
Broodmother,Enigma,Centaur Warrunner,Queen of Pain,Axe,Tusk,Lich,Spectre,Morphling,Lycan,False
Enchantress,Wraith King,Dragon Knight,Pudge,Ancient Apparition,Spirit Breaker,Huskar,Omniknight,Warlock,Legion Commander,True
Phantom Assassin,Earthshaker,Slark,Queen of Pain,Mirana,Bloodseeker,Ogre Magi,Monkey King,Necrophos,Shadow Fiend,False
Nature's Prophet,Faceless Void,Clinkz,Huskar,Spectre,Lion,Doom,Sven,Lina,Bloodseeker,True
Zeus,Weaver,Monkey King,Huskar,Riki,Mirana,Phantom Assassin,Outworld Devourer,Pudge,Bloodseeker,False
Pudge,Morphling,Riki,Wraith King,Sniper,Shadow Demon,Phantom Assassin,Invoker,Phantom Lancer,Lich,False
Disruptor,Underlord,Leshrac,Nyx Assassin,Spirit Breaker,Juggernaut,Slardar,Medusa,Broodmother,Tiny,True
Ancient Apparition,Pudge,Phantom Assassin,Keeper of the Light,Bloodseeker,Monkey King,Lina,Mirana,Invoker,Anti-Mage,True
Wraith King,Batrider,Anti-Mage,Alchemist,Abaddon,Enigma,Witch Doctor,Silencer,Clinkz,Luna,True
Juggernaut,Dragon Knight,Tinker,Slardar,Magnus,Pudge,Spirit Breaker,Windranger,Abaddon,Clinkz,False
Juggernaut,Disruptor,Troll Warlord,Outworld Devourer,Puck,Zeus,Anti-Mage,Axe,Necrophos,Phantom Assassin,True
Centaur Warrunner,Enchantress,Underlord,Viper,Storm Spirit,Jakiro,Techies,Dragon Knight,Night Stalker,Beastmaster,False
Puck,Elder Titan,Ancient Apparition,Spectre,Alchemist,Jakiro,Nature's Prophet,Clinkz,Templar Assassin,Axe,True
Crystal Maiden,Puck,Sand King,Weaver,Tusk,Storm Spirit,Sven,Pudge,Tidehunter,Morphling,False
Tiny,Necrophos,Earthshaker,Morphling,Mirana,Techies,Meepo,Huskar,Axe,Templar Assassin,True
